,X1,X2,X3,X4,X5,X6,Y
251,0.6930255801,42.5703593064,-7.2657411732,NE,21.2877036305,152388.998772949,0
252,0.7948025214,53.2413475914,-7.9299806245,NE,83.7985837832,196060.04585512,0
253,0.1229291761,27.2347659105,5.2552493848,DA,60.9414244303,837683.638790622,1
254,0.1615082324,98.5236068722,-0.4895471083,DA,84.3319919892,864119.559992105,0
255,0.3183708452,36.1955559347,3.6042858241,NE,20.8899047226,733272.516168654,0
256,0.2524927899,72.5446394179,-2.106859833,NE,29.3161590816,152285.17097421,0
257,0.3607538622,18.823172641,-3.712433679,NE,80.4229585221,950290.147447959,1
258,0.3827210893,98.7632237375,6.1646838626,DA,14.5772130694,254466.742044315,0
259,0.7032882315,11.7140818387,7.9047388351,NE,93.6265841126,962256.344035268,0
260,0.4874250256,75.782726449,-3.7911578128,NE,7.812468987,66815.9988708794,0
261,0.7918679658,34.3514408218,-6.9345031027,DA,87.6877313945,153829.82394658,1
262,0.1503163902,52.3752736859,2.1105208946,DA,55.0695802085,673904.72930856,0
263,0.5861983909,60.9616085654,-5.342737399,NE,5.8243415784,439531.782642007,0
264,0.2207367127,22.02707408,2.3876336729,NE,78.9418154163,540761.663811281,0
265,0.5210367402,66.2864976795,7.6928403601,NE,59.58182225,527463.49060908,0
266,0.5970066707,14.7063933313,-7.5931388326,NE,32.3157837614,160393.686266616,1
267,0.6532656634,7.9547808273,2.1574032772,DA,21.3745780289,39399.6660131961,0
268,0.3412846911,66.60720238,3.8167807134,DA,85.4240745539,646365.433931351,0
269,0.9830364627,80.3421089659,6.8178172456,DA,27.7873252984,332465.414656326,0
270,0.7030584367,70.5584746785,-3.786850241,NE,55.3291675402,228069.998091087,0
271,0.0255002854,24.3832957698,-4.2605953384,DA,61.9344193721,488055.906957015,1
272,0.3242680237,30.3117626347,-4.3150851643,NE,83.7452703854,529213.218484074,0
273,0.9518358312,51.8415752798,-0.5110513791,DA,46.8193203676,735186.975216493,1
274,0.8663538261,69.0656351391,-2.4487733189,NE,72.6265009493,769494.258798659,0
275,0.3403468456,30.7407367509,-3.1934397155,NE,24.4693751214,700620.132964104,0
276,0.7131403738,75.7929735119,-8.9986124169,DA,59.9804453086,763222.421053797,0
277,0.3009679222,82.5371341547,-9.2220789008,DA,0.2680761972,540828.360477462,0
278,0.2418090617,88.4948280407,7.1536584804,DA,98.7843931187,369735.706131905,0
279,0.352447497,69.2295453278,1.2845536927,DA,74.5810391381,818981.982767582,0
280,0.3565742574,25.1032650238,-5.0104647083,NE,39.3752537202,181666.003074497,0
281,0.8614536971,54.128363682,-3.0275042355,NE,84.5822451869,344751.498196274,0
282,0.3905630286,38.7843639124,-4.0921185445,DA,48.67376287,434873.14786762,1
283,0.6132538379,82.2811603313,-0.4294635355,NE,4.2468056083,811347.221722826,0
284,0.0831606661,99.6696114773,-6.513747503,DA,68.5534958495,243633.74337554,1
285,0.1748226709,75.7473507198,1.1670947261,DA,89.1892223153,122577.143833041,1
286,0.3351956047,11.1833615461,-9.9743562285,DA,35.0935160415,662204.459542409,1
287,0.7380945988,39.4835209707,4.1370700207,DA,42.7406243514,532370.490720496,1
288,0.244276871,43.7986501027,0.0540988939,NE,90.0964358123,769044.240005314,0
289,0.5528066796,90.100589185,0.1509473333,DA,65.9256180283,934895.210899413,0
290,0.4928890523,23.9354567602,6.8049616832,DA,48.9879273344,789629.292441532,1
291,0.3143204495,59.981969092,9.598658951,NE,71.5128928889,433077.870169654,0
292,0.5812525798,97.2656734055,9.9286259199,NE,66.0571916727,682268.474716693,0
293,0.7325017864,74.5042523602,-0.1062119287,DA,90.6548197381,97879.6554263681,1
294,0.2701399862,23.8241966115,-9.5972668286,DA,27.849761094,603693.91227141,1
295,0.2081376289,38.5971575975,-7.9177830834,DA,1.373080886,512721.059611067,1
296,0.9027369472,68.4005562915,5.7858349569,NE,24.7147123795,227189.732016996,0
297,0.1525385324,39.119738061,2.0325382613,NE,98.904939252,789664.227282628,1
298,0.2829538051,48.4361451352,-6.9870729186,DA,79.2150103953,105223.484570161,1
299,0.9859470613,92.4550673924,-7.323789075,DA,94.9730491731,803943.177917972,0
300,0.3312135858,16.0343807889,-4.9560130341,DA,12.2945569456,638565.330067649,1
301,0.3294047178,63.8474300038,-2.2934917873,NE,77.5341390166,135780.512122437,0
302,0.8786520138,54.3016996235,-2.244469854,DA,26.7149288673,361307.977931574,0
303,0.0196428259,5.3069602698,-1.6801855247,DA,84.7229355946,592246.586224064,1
304,0.3688232489,11.5142791998,-4.907300747,NE,10.0290120812,276788.456365466,1
305,0.2915646508,30.7915636338,-9.2843492515,DA,0.2425146289,144131.44858554,1
306,0.7529732627,27.6976326015,-3.7060671905,DA,29.49229714,747100.561857224,1
307,0.7693505574,58.2295725821,0.4225305049,DA,86.9269963587,987731.097498909,0
308,0.7851604894,84.9186082138,-0.0859672669,NE,33.3153938176,533335.628686473,0
309,0.1418612346,44.1968051717,2.0560340537,NE,16.5820985101,174029.571469873,0
310,0.9152723476,9.392048209,2.2620879859,DA,73.1891196687,811537.414556369,1
311,0.1537848443,62.7625138033,-8.0807035835,DA,32.5975837884,411843.89567934,0
312,0.8406550565,19.8693823768,6.7064121179,NE,77.1437800024,24866.5406834334,0
313,0.0488412157,36.9101772085,-5.3599639749,DA,11.0902355751,478111.819829792,0
314,0.4078232651,22.943295422,-8.9548640884,NE,15.7309009461,446048.365207389,1
315,0.0254717087,65.7470851904,-0.909661334,DA,41.6408753954,624955.588951707,0
316,0.0343492143,39.8868677439,2.7305745659,DA,34.6269547939,269196.17713429,1
317,0.3861193222,24.7450083494,3.2469637459,NE,77.3956115823,866272.775223479,0
318,0.3562226866,3.0169492355,-0.0977935735,DA,22.5842455868,312064.047902822,1
319,0.9662900991,35.3673233418,-8.440317153,NE,75.3705785843,724350.359523669,0
320,0.7932185398,48.3213297557,5.6716813473,NE,31.8028394599,527979.82073389,0
321,0.6121284314,62.9927651724,-4.479353698,NE,36.6046104813,251312.022330239,0
322,0.1063233954,91.9744140934,1.9107968779,DA,46.970432275,540928.464150056,0
323,0.7964082656,83.8022673503,7.4107246799,DA,41.6609841865,27125.9711589664,1
324,0.1819661863,46.3980809553,8.4392965911,DA,15.1111190207,288686.582818627,1
325,0.9848665921,68.4996307362,-4.306300208,DA,82.9989457503,501732.429955155,0
326,0.743534253,70.5172537826,3.4432145162,DA,86.4216234535,828608.602052554,0
327,0.6710554922,95.0168621494,-5.3317769757,DA,1.4657406136,769944.683648646,0
328,0.5676470166,87.1805289993,0.3932266869,NE,64.2669205787,91385.1407822222,1
329,0.443014933,16.7983541731,1.5119566116,NE,83.6878703441,617985.843447968,0
330,0.8601881461,19.7315170895,4.1840388346,NE,73.1192473555,592259.317869321,1
331,0.8502831848,33.6753885727,-6.4008197514,DA,77.942511416,190800.305455923,1
332,0.1300994961,94.1935291048,6.0444404231,DA,2.631479851,155610.967893153,1
333,0.6434771202,84.2377030756,0.7356089121,DA,22.8530412773,948122.340952978,0
334,0.8716390855,70.9603002528,3.9298961358,NE,84.4620699761,785161.608131602,0
335,0.7920195325,21.931004175,9.4754706463,NE,36.9123081677,761133.446590975,0
336,0.0058210178,65.0141185615,4.0875623794,DA,61.6383265005,50097.5218601525,1
337,0.3351716171,28.5298018251,5.8110879641,DA,60.0268762326,21334.9794503301,1
338,0.8703633335,46.7940815026,9.3495040014,NE,76.9263425609,703506.701393053,0
339,0.1161796146,61.2295675557,-4.1530703055,NE,8.3832597826,445515.718078241,0
340,0.0452004864,43.4800315648,-6.2910184171,NE,97.0683399588,737448.318861425,0
341,0.9796576162,76.4406306203,-0.2446783613,DA,18.909217068,406886.687967926,0
342,0.3898942629,81.8843017099,-2.418681304,NE,87.4983377755,812583.859311417,0
343,0.5622483504,50.3501259256,-3.4915580554,DA,16.6734387167,966257.982887328,0
344,0.2930984101,39.3240299309,6.9090332091,NE,67.2456907574,348040.262237191,0
345,0.0506801626,13.475963776,5.4802729189,NE,64.2915106844,364364.517852664,0
346,0.4723450905,70.3268798999,9.2863309942,DA,60.1027591387,576528.294710442,0
347,0.0431808238,45.453727874,5.1034963178,NE,80.1948639564,304884.811164811,0
348,0.1747498687,60.9795284923,4.7446712758,NE,3.5746386508,204144.064337015,0
349,0.4497052662,2.3137760581,8.0014008796,DA,1.3075553346,658105.474896729,1
350,0.5940194151,36.6943427594,-7.1404556883,NE,80.462054885,462747.829966247,0
351,0.2112061654,62.356569455,-7.0002068067,DA,76.9726790488,321008.118102327,1
352,0.5674900096,69.043353782,-5.0182573264,NE,73.7356729573,91578.9660066366,0
353,0.3091776215,17.9860918317,1.6641994612,NE,31.1561352108,414587.398059666,0
354,0.6269313432,50.0644443324,8.6710795574,DA,35.4791708989,945175.320608541,0
355,0.71975383,66.7928345036,5.0379013736,DA,55.2411705256,637893.358245492,1
356,0.9907618496,25.220755511,-5.3022199916,DA,94.2582487129,583006.341475993,1
357,0.7456629183,50.3219111357,0.5822483357,DA,50.9765443858,844666.122691706,0
358,0.3273046911,78.9858711651,-1.303868778,NE,61.0209096689,766767.451539636,0
359,0.0577440567,85.8260871144,-5.1482891198,NE,75.467560906,605035.418877378,1
360,0.7245492572,0.1854835777,-6.8384359265,NE,24.6097096475,268423.605943099,0
361,0.6423595843,61.1725137103,7.6080337167,NE,20.2498318395,595071.603544056,0
362,0.4162503323,92.9589137668,-4.4632662926,DA,85.2793824626,100181.508809328,1
363,0.4386982347,82.2420253884,2.2881866293,NE,16.7578712106,295944.541227072,0
364,0.6226874185,44.827032066,-4.5845517237,DA,49.387628492,886400.291929021,0
365,0.8737431054,7.1708367672,-3.2511244621,NE,37.8636781359,919583.919225261,0
366,0.3900225821,36.2385566812,-8.8633250725,DA,52.9507125029,641043.078154325,1
367,0.6222147001,6.0544774169,-3.1677940907,NE,77.9436633922,184786.792611703,0
368,0.1471040172,12.2244632803,-1.9230429363,NE,96.7270152643,58135.8475610614,0
369,0.2468052325,21.0084004328,-9.0367833711,NE,76.9695451716,258943.753316998,0
370,0.1739137708,26.7657312797,9.2607495049,NE,36.1373331863,555315.807228908,0
371,0.6248396027,38.0386793287,-1.158632678,DA,97.9593394091,986049.738479778,0
372,0.0329328233,45.0675696367,-8.8140118867,NE,50.3140511224,228101.70892626,0
373,0.3209954007,85.4110450018,0.5472353892,NE,66.6127932258,987561.948597431,0
374,0.7919311377,7.2999703465,7.9039041186,NE,26.8688592594,102926.107589155,0
375,0.0020019819,54.3886213563,8.6428335728,NE,86.3421346527,287936.683744192,0
376,0.0555426055,5.2950950805,-0.7759866584,DA,45.9874857217,54351.3558804989,1
377,0.4312479945,53.6398749333,4.3830778264,NE,79.6238429146,876960.066147149,0
378,0.3264464284,23.9154338604,6.543036513,NE,98.5232774401,318290.34909606,0
379,0.4600795077,67.6563435467,4.1794904042,DA,32.391208224,650655.148783699,0
380,0.8439556588,63.7532259803,3.5083643766,DA,79.7530793818,981618.449557573,0
381,0.4286476569,44.1924409242,4.25300756,DA,64.5792947849,771013.72461766,0
382,0.3714064041,54.2763152858,0.679665776,DA,24.4067290565,76360.6650289148,1
383,0.6286658971,63.2205172675,2.5706570083,DA,37.2673818143,428579.531144351,0
384,0.1478427937,63.8802221511,-2.9509515082,NE,46.3938110741,783963.743597269,0
385,0.1259087594,39.3004509388,-7.3285585875,DA,59.1053784592,918487.880611792,0
386,0.1384515895,10.4787967866,3.9150153007,NE,45.6503567984,747058.579465374,0
387,0.1975112569,71.5284396661,-7.5138987834,NE,9.2852515867,799813.718069345,0
388,0.9959515142,8.6663031485,-4.9475797638,DA,27.6552777505,380836.671683937,1
389,0.5952844704,13.2014976349,6.1972884694,NE,69.9933023425,155496.11649476,0
390,0.196741689,13.696077629,-8.3259174973,DA,92.8061794257,432614.401215687,1
391,0.3560463872,45.2529347967,-7.1901952755,NE,83.1110017607,331004.953477532,0
392,0.4145647092,88.2007488748,6.267803018,DA,93.8581261784,462197.506101802,0
393,0.6757942582,95.5104880268,5.2033014642,NE,78.1632100465,581371.115054935,0
394,0.6592044691,87.044166564,1.6511736764,DA,78.0758713838,739065.453177318,0
395,0.1961506279,45.5837009009,-3.7687043007,NE,43.7444596319,74097.8524554521,0
396,0.1001575454,92.1106504742,-6.9244852429,DA,77.1742622834,228729.780763388,1
397,0.8051527562,30.031794426,0.1170618692,NE,77.8309405548,682626.413181424,0
398,0.4334966128,29.1917705908,-8.5571953328,DA,31.3095701393,595539.831323549,1
399,0.1033260676,21.6722444165,-3.3559096791,DA,83.9009279385,702683.354727924,1
400,0.9765286127,56.447645044,-1.903902879,NE,85.5210992042,243398.935766891,0
401,0.8349072759,39.4072618103,-9.0098450193,DA,94.0409996314,918249.698588625,0
402,0.8950484344,17.7116364008,1.7903263727,DA,81.8615626544,793461.218010634,1
403,0.7529854705,7.6759690885,-2.5495206844,NE,59.7730680602,279447.459150106,0
404,0.6193659294,13.1938946899,-3.9832183486,DA,72.8474220727,833272.882504389,1
405,0.5034604401,67.0604968676,4.9731704406,NE,95.7453127252,199381.965445355,0
406,0.5578238047,21.8780693598,-5.4131906433,NE,7.4012855301,430491.097969934,0
407,0.5331201907,50.1247829525,6.8419459462,NE,30.4282256635,556520.116049796,0
408,0.3042423078,1.748996065,1.1117901793,DA,16.6844235035,802072.165999562,1
409,0.8397147965,10.5903611984,-4.0212745825,DA,72.4825166631,797349.149361253,1
410,0.2915339214,25.2639667131,-4.7586397687,DA,92.0693127671,885114.39668946,1
411,0.6811663006,28.6385855637,6.0425730236,NE,55.1167567959,832399.80135113,0
412,0.3301429616,75.6506690755,-4.146001162,NE,16.5457323426,977529.314812273,0
413,0.1333008732,82.4875846505,9.6884335391,DA,42.0081892749,54444.3230610341,1
414,0.0388669474,28.9816108998,5.7881823042,NE,83.4584756289,255481.792381033,1
415,0.5320089047,48.969351477,8.5366419051,NE,18.2049326831,150082.685286179,0
416,0.0378985635,23.4925050521,-9.7338873101,DA,65.3551558731,80076.7643377185,1
417,0.4965942164,41.4561210666,8.7175354548,DA,1.2842995347,520466.736983508,1
418,0.94658639,92.0871325303,-2.2882172978,DA,33.1954414491,341809.891397133,0
419,0.3519617824,47.5310653215,0.1358401263,DA,7.1951412829,306189.688155428,1
420,0.7526844824,35.836586752,8.8807030674,NE,26.4000785304,92130.8426186442,0
421,0.3006750941,9.2278304044,-9.5796574419,NE,33.1383625045,418018.625350669,0
422,0.8644211453,1.6190299531,-3.3056988008,DA,20.5498486059,298613.923601806,0
423,0.5462916149,33.2177634584,4.2433628766,NE,18.964808085,70527.9770772904,0
424,0.3576467268,19.3343068473,9.1189347301,NE,58.4895159816,606525.000883266,0
425,0.6313611891,9.5712523442,-9.5445981296,NE,70.0386655983,592101.307353005,1
426,0.466964073,90.3261090629,-1.2143857451,NE,17.0167312957,141417.512204498,0
427,0.3954814475,39.7455491591,-0.6716189068,NE,68.5893384507,3124.6696598828,0
428,0.3517326803,30.5854829261,4.1776020778,NE,65.5355464201,575603.240868077,0
429,0.5041463862,24.6772180777,-5.5587066617,DA,41.6715546744,589602.192863822,1
430,0.8366904634,24.1169053828,9.0476800175,NE,36.5293107228,219916.908536106,0
431,0.4219849743,53.9863741724,9.6148279822,DA,94.0415894147,266679.807798937,1
432,0.5879570707,21.7325330712,-7.3502746597,NE,7.7561328653,679825.870785862,0
433,0.3775276076,68.6293392209,-7.4351098435,DA,8.6227034451,651003.144448623,0
434,0.4411238253,88.7136128964,-2.2710285708,NE,62.409320497,310277.499258518,0
435,0.4208764043,40.3580854181,6.0166809754,DA,40.2575294487,62785.9798260033,1
436,0.7609327007,0.6911704084,-1.6843563458,NE,45.2252907446,949875.432066619,0
437,0.9987660868,76.9492369145,-1.3311897637,NE,11.4547098987,698275.910457596,0
438,0.9689345339,17.4840609776,-9.8706880352,DA,45.5169623485,647001.683479175,1
439,0.8265141372,21.288835397,-6.3469022419,NE,87.2183042113,455060.168402269,0
440,0.3351057058,12.9376608413,9.173854785,NE,92.2653076472,983175.069559366,0
441,0.5932095165,82.8468297841,-0.65553864,DA,13.7493151706,267573.844408616,1
442,0.7357091545,26.0693790391,-9.6173423389,DA,73.9604242146,399599.425960332,1
443,0.2533783296,31.3605748117,1.2820061436,NE,92.120433785,821627.656929195,0
444,0.8931904873,21.6750241816,0.4504976049,NE,2.7944994159,804216.282442212,0
445,0.2628544827,86.2390553113,1.8211570522,DA,59.3152211746,603844.060562551,0
446,0.0025575315,81.4599564066,5.1183689665,DA,64.7311733337,179827.068466693,1
447,0.0307422758,16.8272987008,8.6118265614,DA,14.4180021482,567369.752796367,1
448,0.4346765087,98.4639297007,-2.6657427568,NE,95.7661976572,442637.619562447,1
449,0.4822517319,35.7502170838,3.9905625023,DA,48.3631259063,20353.231811896,1
450,0.0227647661,11.4862064831,-0.2409301093,NE,2.0633528242,31796.4255809784,0
451,0.6721566087,34.129321482,4.2212546524,NE,95.5431413837,178557.73656629,0
452,0.2232890045,97.547590849,-3.6114850594,DA,69.0145855071,13183.0924656242,1
453,0.3455303619,54.7164493008,-2.6243797829,NE,85.4951289948,284168.123267591,0
454,0.6534804385,68.6576890061,-8.1313108839,DA,22.5042778766,384442.406473681,0
455,0.2085711632,2.2380768321,-5.9309399547,NE,22.1862109844,836842.172313482,1
456,0.2645677398,60.5642140377,4.6263568383,NE,51.1679355754,898759.318049997,1
457,0.7774398755,90.0353975827,6.0378674744,DA,36.1630111001,434212.810127065,0
458,0.5760469513,19.189487258,0.3466861369,DA,16.8555331184,268100.200453773,1
459,0.1299925165,46.818656195,2.3050512327,DA,46.3117102161,420933.631248772,1
460,0.7556802745,74.8340137303,4.305915148,DA,13.680758886,597182.097844779,0
461,0.104760611,3.6494332133,-4.7254781285,DA,50.1969446894,5985.3836428374,1
462,0.3812181023,41.0659243586,-3.709848565,NE,45.3940555686,150928.387185559,0
463,0.4818784539,27.0370275946,-2.2904214822,DA,0.5115828244,679334.289161488,1
464,0.6920289036,64.2397271935,-6.4098959649,DA,70.2779942891,754272.967111319,0
465,0.9086676009,5.7487525744,-7.9333739216,DA,68.0837005144,926780.81151098,1
466,0.6012892823,94.5427720435,-6.5149408532,NE,68.8270279206,171915.370039642,0
467,0.0400583271,66.2874089554,-3.314610594,DA,10.3678365005,941163.46584633,0
468,0.0951898843,79.9569585826,6.6226822278,DA,19.3258143496,755923.91518876,1
469,0.5833739711,58.3436240442,-5.5267472239,DA,51.3595481636,477036.343188956,0
470,0.5052109575,61.8219738128,-7.1121329069,DA,24.769627722,98131.3257943839,1
471,0.3917182917,76.8658761401,-5.2209260035,NE,13.7982909568,79806.5725248307,0
472,0.8037290578,21.3766930625,0.8502161875,DA,32.3871076107,917284.780181944,0
473,0.2716392234,58.0857855268,5.2388010686,DA,21.6294576181,841406.082734466,0
474,0.1772331258,64.7225691704,-7.988427938,DA,92.4558765022,787258.678581566,0
475,0.4890048255,47.2941026557,-6.156968358,NE,42.3338251654,595368.788810447,0
476,0.4099061049,21.7598424992,8.6608099984,DA,36.2639324972,177811.393048614,1
477,0.0615404788,56.7649973556,-8.9669543272,DA,58.6570188403,748535.214457661,0
478,0.2469600744,57.803899562,-8.2669176115,NE,41.2499526748,413669.212488458,0
479,0.503510254,37.9980762023,7.1593286097,NE,17.2990340041,640457.442728803,0
480,0.3341240692,86.5041465266,-5.8678232366,NE,20.0407274533,884527.289308608,0
481,0.5731554038,64.8852402112,-3.7597783143,DA,75.2010149183,947105.211205781,0
482,0.3829543907,98.3420526609,5.660327631,DA,11.902336916,209118.669619784,1
483,0.124334106,87.2508957284,-6.542985891,NE,30.6771829724,536579.15792428,0
484,0.311058583,98.5950333532,6.2550417101,DA,65.334490221,747580.163413659,0
485,0.2023670601,19.6740898537,-3.7676093075,NE,79.9397914205,315706.362947822,0
486,0.4735594585,58.7857945822,-2.0892660739,DA,18.1008093758,955494.822701439,0
487,0.5857003499,84.6145292278,7.8824729938,NE,29.3546175119,365162.171423435,0
488,0.7418693474,87.1203408111,3.5591276456,DA,35.2542320732,464052.15957202,0
489,0.2015608761,36.6997332079,-9.0557517624,DA,59.0306398924,107851.892476901,0
490,0.5235561507,90.158220008,-7.5133418059,NE,93.5696937842,791337.577160448,1
491,0.410904815,72.941287607,-5.942073823,NE,31.6562653985,706364.917801693,0
492,0.6645983167,31.8734233035,8.6298538186,NE,79.2473252164,290387.552930042,1
493,0.5377994634,3.3789277775,-0.6118865591,DA,82.738303626,694252.819055691,1
494,0.7747848341,22.639236832,-7.2126858635,DA,7.5137053151,287568.476982415,1
495,0.5669252099,80.1388701424,-8.5767264664,NE,74.1329455981,218588.916352019,0
496,0.0620053739,1.5290359734,-9.2194672208,NE,96.5516361874,54364.9280443788,0
497,0.293445416,66.0517435055,8.4022148978,NE,83.083566092,410337.066976354,0
498,0.8061760636,27.250771923,7.4623986473,NE,54.2622809531,292497.993446887,0
499,0.8285929323,45.9936503088,1.9273008127,NE,84.7657663515,768879.832467064,0
500,0.8152383897,36.760950624,-5.379488878,DA,18.7276111683,448788.94998692,1
